id,headline,author,content,source,published_date,engagement_score,clicks,read_time,sentiment_score,is_fake
2226,Headline 2226,Anonymous,Content of news article 2226,Blog,2020-07-10 06:00:00,34,3888,2,0.8511869623921433,0
2227,Headline 2227,Reporter X,Content of news article 2227,News Source 2,2020-07-10 12:00:00,53,491,10,0.9086645088481342,0
2228,Headline 2228,Reporter X,Content of news article 2228,Blog,2020-07-10 18:00:00,51,651,6,0.1694797370799248,0
2229,Headline 2229,Reporter X,Content of news article 2229,Blog,2020-07-11 00:00:00,8,774,10,0.696596183306408,0
2230,Headline 2230,Jane Smith,Content of news article 2230,News Source 2,2020-07-11 06:00:00,68,4985,2,0.9267886689971805,1
2231,Headline 2231,Reporter X,Content of news article 2231,Blog,2020-07-11 12:00:00,24,612,10,-0.11041083080531378,0
2232,Headline 2232,John Doe,Content of news article 2232,News Source 2,2020-07-11 18:00:00,23,4003,9,-0.7930566084114401,0
2233,Headline 2233,Jane Smith,Content of news article 2233,News Source 1,2020-07-12 00:00:00,32,1290,1,0.3247741784796445,1
2234,Headline 2234,Reporter X,Content of news article 2234,Independent,2020-07-12 06:00:00,7,2006,9,0.819339695349437,1
2235,Headline 2235,Reporter X,Content of news article 2235,Independent,2020-07-12 12:00:00,32,4716,14,-0.36584785621904814,0
2236,Headline 2236,Jane Smith,Content of news article 2236,Blog,2020-07-12 18:00:00,74,4970,7,0.3779852760439799,1
2237,Headline 2237,Reporter X,Content of news article 2237,News Source 1,2020-07-13 00:00:00,12,2856,7,-0.8534701927672523,1
2238,Headline 2238,Anonymous,Content of news article 2238,Independent,2020-07-13 06:00:00,92,3214,11,0.19511000915056087,1
2239,Headline 2239,Reporter X,Content of news article 2239,Independent,2020-07-13 12:00:00,0,1867,9,0.641511084822143,1
2240,Headline 2240,Reporter X,Content of news article 2240,Blog,2020-07-13 18:00:00,21,3906,7,0.1719458122850419,1
2241,Headline 2241,John Doe,Content of news article 2241,News Source 1,2020-07-14 00:00:00,26,1317,9,-0.8246459226849434,0
2242,Headline 2242,Jane Smith,Content of news article 2242,News Source 2,2020-07-14 06:00:00,76,1363,1,-0.17809477943660545,1
2243,Headline 2243,Reporter X,Content of news article 2243,Blog,2020-07-14 12:00:00,25,3495,1,-0.16463581122429138,0
2244,Headline 2244,Anonymous,Content of news article 2244,News Source 2,2020-07-14 18:00:00,28,2033,9,0.877260550394271,1
2245,Headline 2245,John Doe,Content of news article 2245,Independent,2020-07-15 00:00:00,52,168,15,-0.5955236778777449,1
2246,Headline 2246,John Doe,Content of news article 2246,Independent,2020-07-15 06:00:00,91,4319,10,0.9611993715640887,1
2247,Headline 2247,John Doe,Content of news article 2247,News Source 1,2020-07-15 12:00:00,57,3388,12,0.6012870998095536,1
2248,Headline 2248,Reporter X,Content of news article 2248,Independent,2020-07-15 18:00:00,77,711,7,-0.6964327688706582,0
2249,Headline 2249,Jane Smith,Content of news article 2249,Independent,2020-07-16 00:00:00,52,568,12,-0.018622844577827147,1
2250,Headline 2250,Anonymous,Content of news article 2250,News Source 2,2020-07-16 06:00:00,78,4426,14,0.8235611020559861,1
2251,Headline 2251,John Doe,Content of news article 2251,Blog,2020-07-16 12:00:00,52,3707,10,-0.6485451646445677,0
2252,Headline 2252,John Doe,Content of news article 2252,Blog,2020-07-16 18:00:00,29,1260,13,0.03652122813422398,0
2253,Headline 2253,Anonymous,Content of news article 2253,Independent,2020-07-17 00:00:00,95,1757,7,-0.16095126905803214,1
2254,Headline 2254,Anonymous,Content of news article 2254,News Source 1,2020-07-17 06:00:00,32,4838,15,-0.3742923325976,1
2255,Headline 2255,Jane Smith,Content of news article 2255,Independent,2020-07-17 12:00:00,63,4763,5,0.39813092990241383,1
2256,Headline 2256,Anonymous,Content of news article 2256,News Source 1,2020-07-17 18:00:00,14,4105,8,0.12782077233897837,0
2257,Headline 2257,Reporter X,Content of news article 2257,Independent,2020-07-18 00:00:00,9,4969,4,0.19351901069968336,0
2258,Headline 2258,John Doe,Content of news article 2258,News Source 2,2020-07-18 06:00:00,38,1716,8,-0.11126262146062849,1
2259,Headline 2259,Anonymous,Content of news article 2259,Blog,2020-07-18 12:00:00,7,2835,1,0.44282039646453253,1
2260,Headline 2260,Jane Smith,Content of news article 2260,Independent,2020-07-18 18:00:00,34,2827,3,-0.7524080386929957,0
2261,Headline 2261,Reporter X,Content of news article 2261,News Source 1,2020-07-19 00:00:00,80,4400,8,-0.9757956021709064,0
2262,Headline 2262,Anonymous,Content of news article 2262,News Source 2,2020-07-19 06:00:00,71,3426,15,0.1412579941819554,1
2263,Headline 2263,John Doe,Content of news article 2263,News Source 1,2020-07-19 12:00:00,96,3827,15,-0.727663416566297,0
2264,Headline 2264,John Doe,Content of news article 2264,News Source 2,2020-07-19 18:00:00,38,590,14,-0.32487001500678003,0
2265,Headline 2265,Anonymous,Content of news article 2265,News Source 2,2020-07-20 00:00:00,62,3710,4,0.11259496754997977,0
2266,Headline 2266,Anonymous,Content of news article 2266,News Source 1,2020-07-20 06:00:00,28,1867,12,-0.2744230226088402,1
2267,Headline 2267,John Doe,Content of news article 2267,News Source 2,2020-07-20 12:00:00,91,3079,12,0.15766699139453322,0
2268,Headline 2268,Jane Smith,Content of news article 2268,Blog,2020-07-20 18:00:00,53,4738,10,-0.7595631467152857,0
2269,Headline 2269,Jane Smith,Content of news article 2269,News Source 1,2020-07-21 00:00:00,71,2535,13,0.24310963332661606,0
2270,Headline 2270,Anonymous,Content of news article 2270,Blog,2020-07-21 06:00:00,58,4765,7,-0.7750632784415741,1
2271,Headline 2271,Reporter X,Content of news article 2271,News Source 1,2020-07-21 12:00:00,5,4200,8,-0.19319675705483697,0
2272,Headline 2272,John Doe,Content of news article 2272,Independent,2020-07-21 18:00:00,16,3432,5,-0.5898101551520334,1
2273,Headline 2273,Jane Smith,Content of news article 2273,Blog,2020-07-22 00:00:00,91,1765,10,-0.1518840667163346,0
2274,Headline 2274,Anonymous,Content of news article 2274,News Source 2,2020-07-22 06:00:00,31,4718,12,0.29659434032404697,1
2275,Headline 2275,Reporter X,Content of news article 2275,Blog,2020-07-22 12:00:00,51,2106,2,-0.25809926375547065,1
2276,Headline 2276,Anonymous,Content of news article 2276,News Source 1,2020-07-22 18:00:00,56,1177,11,-0.957288599526054,1
2277,Headline 2277,John Doe,Content of news article 2277,Independent,2020-07-23 00:00:00,95,4946,14,-0.17713922778513091,0
2278,Headline 2278,Reporter X,Content of news article 2278,Blog,2020-07-23 06:00:00,71,2090,12,0.6225049530459894,0
2279,Headline 2279,Anonymous,Content of news article 2279,Independent,2020-07-23 12:00:00,78,3457,6,-0.7061419204919239,1
2280,Headline 2280,Anonymous,Content of news article 2280,News Source 2,2020-07-23 18:00:00,3,394,11,0.8464563026167506,1
2281,Headline 2281,Jane Smith,Content of news article 2281,News Source 2,2020-07-24 00:00:00,16,2251,12,0.941490708025291,1
2282,Headline 2282,John Doe,Content of news article 2282,News Source 2,2020-07-24 06:00:00,21,1656,12,0.10969176838642958,1
2283,Headline 2283,Jane Smith,Content of news article 2283,News Source 1,2020-07-24 12:00:00,63,4708,10,0.48908490960863316,1
2284,Headline 2284,Jane Smith,Content of news article 2284,Blog,2020-07-24 18:00:00,80,3748,9,0.20003765235939253,1
2285,Headline 2285,John Doe,Content of news article 2285,Independent,2020-07-25 00:00:00,9,2104,1,0.10026034229259007,1
2286,Headline 2286,Anonymous,Content of news article 2286,Blog,2020-07-25 06:00:00,48,2535,7,-0.2548566533843051,0
2287,Headline 2287,Reporter X,Content of news article 2287,News Source 2,2020-07-25 12:00:00,100,4324,10,0.6002170218670042,0
2288,Headline 2288,Jane Smith,Content of news article 2288,News Source 2,2020-07-25 18:00:00,7,3400,11,0.5906234291708605,0
2289,Headline 2289,Reporter X,Content of news article 2289,News Source 1,2020-07-26 00:00:00,86,1360,12,0.008050243608705765,0
2290,Headline 2290,Anonymous,Content of news article 2290,News Source 1,2020-07-26 06:00:00,5,4129,8,-0.06423491535072978,0
2291,Headline 2291,Jane Smith,Content of news article 2291,News Source 1,2020-07-26 12:00:00,9,2338,9,-0.19964537038101016,0
2292,Headline 2292,Jane Smith,Content of news article 2292,Independent,2020-07-26 18:00:00,41,4335,15,0.2715848373476599,0
2293,Headline 2293,Reporter X,Content of news article 2293,Independent,2020-07-27 00:00:00,34,4751,8,0.9307820856954643,1
2294,Headline 2294,John Doe,Content of news article 2294,News Source 2,2020-07-27 06:00:00,8,1477,15,-0.49992298338179575,1
2295,Headline 2295,Anonymous,Content of news article 2295,Independent,2020-07-27 12:00:00,83,2971,1,0.08946099849316091,0
2296,Headline 2296,John Doe,Content of news article 2296,News Source 1,2020-07-27 18:00:00,52,2335,11,0.8307225319147833,1
2297,Headline 2297,Reporter X,Content of news article 2297,Blog,2020-07-28 00:00:00,69,220,15,0.876866840984281,0
2298,Headline 2298,Jane Smith,Content of news article 2298,Independent,2020-07-28 06:00:00,45,729,4,0.7889798980775082,1
2299,Headline 2299,Reporter X,Content of news article 2299,Blog,2020-07-28 12:00:00,92,1831,15,0.8651902219128877,0
2300,Headline 2300,Reporter X,Content of news article 2300,News Source 2,2020-07-28 18:00:00,36,3785,8,0.8652127092223072,0
2301,Headline 2301,John Doe,Content of news article 2301,News Source 1,2020-07-29 00:00:00,5,1149,8,-0.18909673394789794,0
2302,Headline 2302,Anonymous,Content of news article 2302,News Source 1,2020-07-29 06:00:00,29,1932,10,0.22444240612000987,1
2303,Headline 2303,Jane Smith,Content of news article 2303,News Source 2,2020-07-29 12:00:00,81,3227,1,0.17039022836666873,0
2304,Headline 2304,Anonymous,Content of news article 2304,Independent,2020-07-29 18:00:00,34,803,7,-0.8832457109654168,0
2305,Headline 2305,Anonymous,Content of news article 2305,News Source 1,2020-07-30 00:00:00,90,2027,8,0.18724817322960785,1
2306,Headline 2306,Reporter X,Content of news article 2306,Blog,2020-07-30 06:00:00,83,4566,6,-0.09916131504074932,0
2307,Headline 2307,John Doe,Content of news article 2307,Blog,2020-07-30 12:00:00,76,2810,4,-0.1030384768228374,1
2308,Headline 2308,Jane Smith,Content of news article 2308,News Source 1,2020-07-30 18:00:00,12,2425,3,-0.48879723803764596,0
2309,Headline 2309,Jane Smith,Content of news article 2309,Blog,2020-07-31 00:00:00,91,1519,5,-0.0446192452234937,1
2310,Headline 2310,John Doe,Content of news article 2310,Independent,2020-07-31 06:00:00,79,1606,1,0.2646054721421347,1
2311,Headline 2311,Jane Smith,Content of news article 2311,Blog,2020-07-31 12:00:00,97,2731,9,0.2918692576724715,1
2312,Headline 2312,Reporter X,Content of news article 2312,Independent,2020-07-31 18:00:00,64,271,1,-0.6077821629553595,1
2313,Headline 2313,Jane Smith,Content of news article 2313,News Source 1,2020-08-01 00:00:00,4,1032,8,-0.47337010391003953,0
2314,Headline 2314,Reporter X,Content of news article 2314,News Source 2,2020-08-01 06:00:00,53,2014,5,0.0026331032749433714,0
2315,Headline 2315,Anonymous,Content of news article 2315,Blog,2020-08-01 12:00:00,83,4242,1,0.8712065320239115,1
2316,Headline 2316,Jane Smith,Content of news article 2316,News Source 1,2020-08-01 18:00:00,10,3488,15,-0.8955764304131297,0
2317,Headline 2317,Anonymous,Content of news article 2317,News Source 2,2020-08-02 00:00:00,39,200,8,0.13848127189370896,1
2318,Headline 2318,Anonymous,Content of news article 2318,News Source 2,2020-08-02 06:00:00,22,2524,13,0.9495993397718347,0
2319,Headline 2319,Anonymous,Content of news article 2319,News Source 2,2020-08-02 12:00:00,35,118,2,0.8427959535354799,0
2320,Headline 2320,Jane Smith,Content of news article 2320,News Source 1,2020-08-02 18:00:00,20,2694,2,0.44730582992871293,1
2321,Headline 2321,John Doe,Content of news article 2321,News Source 2,2020-08-03 00:00:00,8,1643,2,-0.9737544232853481,0
2322,Headline 2322,Anonymous,Content of news article 2322,News Source 1,2020-08-03 06:00:00,8,2352,2,0.13240341123663169,0
2323,Headline 2323,John Doe,Content of news article 2323,Blog,2020-08-03 12:00:00,74,430,6,-0.690156112130792,0
2324,Headline 2324,Reporter X,Content of news article 2324,News Source 2,2020-08-03 18:00:00,58,1110,11,0.8022305872046551,1
2325,Headline 2325,John Doe,Content of news article 2325,Independent,2020-08-04 00:00:00,77,2931,10,0.43247950174381167,1
2326,Headline 2326,John Doe,Content of news article 2326,Blog,2020-08-04 06:00:00,17,857,13,0.11024615212917022,0
2327,Headline 2327,Jane Smith,Content of news article 2327,News Source 1,2020-08-04 12:00:00,14,4739,12,0.21475458578642792,1
2328,Headline 2328,Jane Smith,Content of news article 2328,Blog,2020-08-04 18:00:00,78,1952,5,-0.892486178496112,1
2329,Headline 2329,Reporter X,Content of news article 2329,Independent,2020-08-05 00:00:00,68,1018,1,0.2098358456352143,0
2330,Headline 2330,Jane Smith,Content of news article 2330,Blog,2020-08-05 06:00:00,82,1300,11,-0.7491888287612454,1
2331,Headline 2331,Jane Smith,Content of news article 2331,Independent,2020-08-05 12:00:00,7,2336,1,-0.01165662435206416,0
2332,Headline 2332,Jane Smith,Content of news article 2332,News Source 1,2020-08-05 18:00:00,8,1481,6,-0.3621241541498641,0
2333,Headline 2333,Reporter X,Content of news article 2333,News Source 1,2020-08-06 00:00:00,11,1317,5,-0.1447877826326145,0
2334,Headline 2334,Reporter X,Content of news article 2334,Independent,2020-08-06 06:00:00,80,1279,2,-0.5010581506771958,0
2335,Headline 2335,Anonymous,Content of news article 2335,News Source 1,2020-08-06 12:00:00,45,3252,7,-0.4528426317883425,1
2336,Headline 2336,John Doe,Content of news article 2336,Independent,2020-08-06 18:00:00,65,2210,3,-0.7424297923424035,0
2337,Headline 2337,Anonymous,Content of news article 2337,News Source 2,2020-08-07 00:00:00,21,1618,9,0.5890421825800713,0
2338,Headline 2338,Jane Smith,Content of news article 2338,Blog,2020-08-07 06:00:00,57,2404,7,0.6833825767122794,0
2339,Headline 2339,Jane Smith,Content of news article 2339,News Source 2,2020-08-07 12:00:00,3,2583,3,0.38107043405321717,0
2340,Headline 2340,Jane Smith,Content of news article 2340,News Source 1,2020-08-07 18:00:00,85,1869,11,0.6557991123031484,1
2341,Headline 2341,Reporter X,Content of news article 2341,Blog,2020-08-08 00:00:00,93,2129,9,0.31360595658972756,0
2342,Headline 2342,John Doe,Content of news article 2342,Independent,2020-08-08 06:00:00,90,2167,3,-0.10542741668389666,1
2343,Headline 2343,Reporter X,Content of news article 2343,News Source 1,2020-08-08 12:00:00,51,4970,11,0.3385378436934605,1
2344,Headline 2344,Reporter X,Content of news article 2344,News Source 1,2020-08-08 18:00:00,5,4929,13,0.5014515220065998,0
2345,Headline 2345,John Doe,Content of news article 2345,Blog,2020-08-09 00:00:00,66,3191,3,-0.17486726759796345,0
2346,Headline 2346,Anonymous,Content of news article 2346,Blog,2020-08-09 06:00:00,24,2265,10,-0.6341598850340247,0
2347,Headline 2347,Jane Smith,Content of news article 2347,News Source 1,2020-08-09 12:00:00,51,289,8,-0.6874265816238936,1
2348,Headline 2348,John Doe,Content of news article 2348,News Source 1,2020-08-09 18:00:00,72,1023,14,0.4681572234880167,1
2349,Headline 2349,Jane Smith,Content of news article 2349,News Source 2,2020-08-10 00:00:00,65,4069,5,0.10851040803354017,1
2350,Headline 2350,John Doe,Content of news article 2350,Independent,2020-08-10 06:00:00,98,287,7,0.3195079147797504,0
2351,Headline 2351,John Doe,Content of news article 2351,Blog,2020-08-10 12:00:00,42,681,7,0.8611635443501846,0
2352,Headline 2352,Reporter X,Content of news article 2352,News Source 2,2020-08-10 18:00:00,29,1210,13,0.46215661537934993,0
2353,Headline 2353,Anonymous,Content of news article 2353,News Source 2,2020-08-11 00:00:00,45,4122,1,-0.5944097793112886,1
2354,Headline 2354,Reporter X,Content of news article 2354,Blog,2020-08-11 06:00:00,41,3475,11,-0.4683838232246913,0
2355,Headline 2355,John Doe,Content of news article 2355,News Source 2,2020-08-11 12:00:00,86,287,15,0.5384073434507697,1
2356,Headline 2356,Jane Smith,Content of news article 2356,Independent,2020-08-11 18:00:00,11,35,4,0.2989748268127841,1
2357,Headline 2357,Reporter X,Content of news article 2357,News Source 2,2020-08-12 00:00:00,12,4360,10,0.8628006126397849,1
2358,Headline 2358,John Doe,Content of news article 2358,Blog,2020-08-12 06:00:00,60,1975,8,0.7370154489569898,1
2359,Headline 2359,John Doe,Content of news article 2359,News Source 2,2020-08-12 12:00:00,71,1327,7,0.749567847667193,0
2360,Headline 2360,Jane Smith,Content of news article 2360,Independent,2020-08-12 18:00:00,36,3591,1,-0.6077917799218955,0
2361,Headline 2361,Reporter X,Content of news article 2361,News Source 2,2020-08-13 00:00:00,36,1814,4,-0.6417079055577408,0
2362,Headline 2362,John Doe,Content of news article 2362,News Source 2,2020-08-13 06:00:00,0,3379,9,0.5349727959779618,1
2363,Headline 2363,Anonymous,Content of news article 2363,News Source 2,2020-08-13 12:00:00,23,113,9,-0.44762403476852874,0
2364,Headline 2364,Anonymous,Content of news article 2364,News Source 2,2020-08-13 18:00:00,56,404,5,0.42988399922105947,1
2365,Headline 2365,Anonymous,Content of news article 2365,News Source 2,2020-08-14 00:00:00,1,1383,6,0.07883354986996371,1
2366,Headline 2366,John Doe,Content of news article 2366,News Source 2,2020-08-14 06:00:00,17,1976,1,0.7029953952051466,1
2367,Headline 2367,Reporter X,Content of news article 2367,Independent,2020-08-14 12:00:00,86,1612,11,0.8304592993252413,0
2368,Headline 2368,John Doe,Content of news article 2368,Blog,2020-08-14 18:00:00,64,1665,7,0.756347453605916,0
2369,Headline 2369,John Doe,Content of news article 2369,News Source 2,2020-08-15 00:00:00,16,1597,8,-0.5118994502407612,1
2370,Headline 2370,Reporter X,Content of news article 2370,News Source 2,2020-08-15 06:00:00,39,3751,12,-0.8443229551908913,1
2371,Headline 2371,John Doe,Content of news article 2371,Blog,2020-08-15 12:00:00,30,4189,14,-0.7385574964716464,0
2372,Headline 2372,Reporter X,Content of news article 2372,Independent,2020-08-15 18:00:00,84,534,1,-0.08911545495646189,1
2373,Headline 2373,Jane Smith,Content of news article 2373,News Source 2,2020-08-16 00:00:00,73,3974,8,-0.6504553549154297,1
2374,Headline 2374,Anonymous,Content of news article 2374,News Source 1,2020-08-16 06:00:00,91,2843,4,-0.09757777296535863,0
2375,Headline 2375,Anonymous,Content of news article 2375,News Source 2,2020-08-16 12:00:00,19,3567,8,0.7820856558014364,1
2376,Headline 2376,Anonymous,Content of news article 2376,News Source 2,2020-08-16 18:00:00,37,669,11,-0.815343277866124,0
2377,Headline 2377,Anonymous,Content of news article 2377,News Source 1,2020-08-17 00:00:00,25,2770,3,0.9355650496724346,0
2378,Headline 2378,Anonymous,Content of news article 2378,Blog,2020-08-17 06:00:00,27,2924,5,-0.7585290996197829,1
2379,Headline 2379,John Doe,Content of news article 2379,News Source 1,2020-08-17 12:00:00,51,2544,14,-0.8694531936736487,0
2380,Headline 2380,Reporter X,Content of news article 2380,News Source 2,2020-08-17 18:00:00,5,2485,13,-0.984239241312926,1
2381,Headline 2381,Jane Smith,Content of news article 2381,News Source 2,2020-08-18 00:00:00,60,4889,6,-0.6457819358261869,1
2382,Headline 2382,Reporter X,Content of news article 2382,News Source 2,2020-08-18 06:00:00,82,487,11,-0.6095396290655466,1
2383,Headline 2383,Anonymous,Content of news article 2383,News Source 2,2020-08-18 12:00:00,20,2658,9,0.9249364470829664,1
2384,Headline 2384,Reporter X,Content of news article 2384,News Source 2,2020-08-18 18:00:00,75,1920,4,0.2867044101678713,0
2385,Headline 2385,Jane Smith,Content of news article 2385,News Source 1,2020-08-19 00:00:00,25,3603,3,0.35122492865047894,0
2386,Headline 2386,John Doe,Content of news article 2386,Independent,2020-08-19 06:00:00,32,1279,4,0.8833957751885282,0
2387,Headline 2387,Reporter X,Content of news article 2387,Blog,2020-08-19 12:00:00,88,4759,11,0.6477734927032124,1
2388,Headline 2388,Reporter X,Content of news article 2388,Independent,2020-08-19 18:00:00,34,2695,4,-0.001839225151681445,1
2389,Headline 2389,Jane Smith,Content of news article 2389,Independent,2020-08-20 00:00:00,57,2242,11,-0.2215945702871529,1
2390,Headline 2390,John Doe,Content of news article 2390,News Source 1,2020-08-20 06:00:00,76,2684,14,-0.6222007636581219,1
2391,Headline 2391,Jane Smith,Content of news article 2391,Blog,2020-08-20 12:00:00,93,335,8,-0.7794122842491285,0
2392,Headline 2392,John Doe,Content of news article 2392,News Source 2,2020-08-20 18:00:00,41,1669,8,0.7495526228940823,1
2393,Headline 2393,Jane Smith,Content of news article 2393,News Source 2,2020-08-21 00:00:00,29,4612,13,-0.20470041338191058,1
2394,Headline 2394,Reporter X,Content of news article 2394,Blog,2020-08-21 06:00:00,68,3093,2,-0.13505429860268303,1
2395,Headline 2395,John Doe,Content of news article 2395,Independent,2020-08-21 12:00:00,70,1907,7,-0.057009292300202574,0
2396,Headline 2396,John Doe,Content of news article 2396,News Source 1,2020-08-21 18:00:00,98,2974,12,-0.4162316006922615,0
2397,Headline 2397,Reporter X,Content of news article 2397,News Source 1,2020-08-22 00:00:00,60,1362,9,-0.050150136314624616,0
2398,Headline 2398,John Doe,Content of news article 2398,News Source 2,2020-08-22 06:00:00,69,1570,15,-0.7230089278116609,0
2399,Headline 2399,Reporter X,Content of news article 2399,Blog,2020-08-22 12:00:00,7,929,15,-0.42795418430979426,1
2400,Headline 2400,Anonymous,Content of news article 2400,Independent,2020-08-22 18:00:00,37,2003,12,-0.570533985141144,1
2401,Headline 2401,Jane Smith,Content of news article 2401,News Source 1,2020-08-23 00:00:00,87,83,13,-0.18197017259474446,1
2402,Headline 2402,Jane Smith,Content of news article 2402,Blog,2020-08-23 06:00:00,25,1735,5,-0.43911727026610614,0
2403,Headline 2403,Anonymous,Content of news article 2403,Independent,2020-08-23 12:00:00,34,343,2,-0.8114916510192454,1
2404,Headline 2404,Anonymous,Content of news article 2404,News Source 2,2020-08-23 18:00:00,57,3725,11,-0.33057751841627003,0
2405,Headline 2405,Jane Smith,Content of news article 2405,News Source 1,2020-08-24 00:00:00,2,1961,1,0.10737281676522281,1
2406,Headline 2406,Anonymous,Content of news article 2406,Independent,2020-08-24 06:00:00,23,3387,11,-0.16599878165793402,0
2407,Headline 2407,Reporter X,Content of news article 2407,Independent,2020-08-24 12:00:00,51,3068,1,-0.4200727447429171,0
2408,Headline 2408,Jane Smith,Content of news article 2408,Independent,2020-08-24 18:00:00,77,327,11,-0.39512052977802625,1
2409,Headline 2409,Anonymous,Content of news article 2409,News Source 2,2020-08-25 00:00:00,64,2179,4,-0.22709898068642542,0
2410,Headline 2410,Anonymous,Content of news article 2410,News Source 1,2020-08-25 06:00:00,24,3922,3,0.1079506495743241,0
2411,Headline 2411,John Doe,Content of news article 2411,Independent,2020-08-25 12:00:00,39,2854,2,-0.47594358557952243,1
2412,Headline 2412,Jane Smith,Content of news article 2412,News Source 2,2020-08-25 18:00:00,46,2439,5,-0.4310752232049666,1
2413,Headline 2413,Reporter X,Content of news article 2413,News Source 1,2020-08-26 00:00:00,35,4623,9,0.19100892080436616,0
2414,Headline 2414,Jane Smith,Content of news article 2414,News Source 1,2020-08-26 06:00:00,59,3781,6,0.5764054090628328,1
2415,Headline 2415,John Doe,Content of news article 2415,Independent,2020-08-26 12:00:00,87,2379,15,0.4786371370429263,0
2416,Headline 2416,Anonymous,Content of news article 2416,Independent,2020-08-26 18:00:00,27,2542,1,0.9801167923607661,0
2417,Headline 2417,John Doe,Content of news article 2417,Independent,2020-08-27 00:00:00,64,2353,15,-0.17114030832227423,1
2418,Headline 2418,John Doe,Content of news article 2418,Blog,2020-08-27 06:00:00,76,1829,13,0.9300025292659495,1
2419,Headline 2419,Anonymous,Content of news article 2419,Independent,2020-08-27 12:00:00,85,668,14,-0.5569717674650005,0
2420,Headline 2420,Reporter X,Content of news article 2420,News Source 1,2020-08-27 18:00:00,15,300,15,0.20674091318514587,1
2421,Headline 2421,Jane Smith,Content of news article 2421,Blog,2020-08-28 00:00:00,39,4322,3,0.6807271672346022,1
2422,Headline 2422,Anonymous,Content of news article 2422,News Source 1,2020-08-28 06:00:00,93,2372,11,0.5123485835625743,0
2423,Headline 2423,Reporter X,Content of news article 2423,News Source 2,2020-08-28 12:00:00,32,2828,15,0.267825434845542,1
2424,Headline 2424,Reporter X,Content of news article 2424,Blog,2020-08-28 18:00:00,90,3133,1,0.16495090302650683,1
2425,Headline 2425,Reporter X,Content of news article 2425,News Source 2,2020-08-29 00:00:00,49,2739,1,0.15705598712012603,1
2426,Headline 2426,Reporter X,Content of news article 2426,Independent,2020-08-29 06:00:00,17,2303,10,0.4348268833958746,1
2427,Headline 2427,Jane Smith,Content of news article 2427,News Source 2,2020-08-29 12:00:00,69,1920,9,-0.1846140691551721,1
2428,Headline 2428,Anonymous,Content of news article 2428,News Source 1,2020-08-29 18:00:00,55,1663,6,0.7733477105852071,1
2429,Headline 2429,Anonymous,Content of news article 2429,News Source 1,2020-08-30 00:00:00,93,1625,3,-0.849062055413272,1
2430,Headline 2430,John Doe,Content of news article 2430,News Source 1,2020-08-30 06:00:00,49,3025,3,-0.5272015622241055,1
2431,Headline 2431,Jane Smith,Content of news article 2431,News Source 1,2020-08-30 12:00:00,29,4984,12,-0.6212094617683885,0
2432,Headline 2432,Anonymous,Content of news article 2432,Independent,2020-08-30 18:00:00,4,3751,14,0.8226970652835957,1
2433,Headline 2433,Anonymous,Content of news article 2433,Independent,2020-08-31 00:00:00,37,4873,9,-0.6058923333811923,1
2434,Headline 2434,Anonymous,Content of news article 2434,News Source 1,2020-08-31 06:00:00,10,1090,9,-0.834510861918698,1
2435,Headline 2435,Jane Smith,Content of news article 2435,Blog,2020-08-31 12:00:00,46,2353,7,0.9093092876492646,0
2436,Headline 2436,John Doe,Content of news article 2436,News Source 2,2020-08-31 18:00:00,34,4897,14,-0.32103891532306994,1
2437,Headline 2437,John Doe,Content of news article 2437,News Source 1,2020-09-01 00:00:00,0,2182,13,-0.6682006714446622,0
2438,Headline 2438,Reporter X,Content of news article 2438,News Source 1,2020-09-01 06:00:00,33,3555,12,-0.8322425738790313,1
2439,Headline 2439,Jane Smith,Content of news article 2439,News Source 2,2020-09-01 12:00:00,37,2076,13,0.7710084957035257,1
2440,Headline 2440,Anonymous,Content of news article 2440,News Source 1,2020-09-01 18:00:00,74,3858,5,-0.3868556078856018,0
2441,Headline 2441,Anonymous,Content of news article 2441,News Source 1,2020-09-02 00:00:00,86,791,8,0.10947436045396497,1
2442,Headline 2442,Jane Smith,Content of news article 2442,News Source 1,2020-09-02 06:00:00,60,1973,8,0.2788965983403462,1
2443,Headline 2443,John Doe,Content of news article 2443,News Source 2,2020-09-02 12:00:00,98,41,11,-0.8383486040124779,0
2444,Headline 2444,Reporter X,Content of news article 2444,News Source 1,2020-09-02 18:00:00,17,103,12,0.2575856817272246,0
2445,Headline 2445,Anonymous,Content of news article 2445,News Source 2,2020-09-03 00:00:00,14,4601,2,0.2976087319628862,0
2446,Headline 2446,Anonymous,Content of news article 2446,Blog,2020-09-03 06:00:00,59,3010,5,-0.47336883103180516,0
2447,Headline 2447,Anonymous,Content of news article 2447,Independent,2020-09-03 12:00:00,26,3152,3,0.4152908162250579,0
2448,Headline 2448,John Doe,Content of news article 2448,Independent,2020-09-03 18:00:00,82,3224,11,-0.7987679071811613,1
2449,Headline 2449,Anonymous,Content of news article 2449,News Source 1,2020-09-04 00:00:00,58,4258,2,-0.8581195042660501,0
2450,Headline 2450,Jane Smith,Content of news article 2450,Independent,2020-09-04 06:00:00,93,3072,4,0.6877504625351674,1
2451,Headline 2451,John Doe,Content of news article 2451,Blog,2020-09-04 12:00:00,25,4670,1,0.13672191194583827,1
2452,Headline 2452,Anonymous,Content of news article 2452,News Source 1,2020-09-04 18:00:00,39,3912,11,-0.8473329848533995,0
